id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL04B-L1-12,Level 1,multiple_choice,某工程拆除、粉刷、天花、油漆、水電、空調等工項均未設定查驗停留點。依第04講，最直接缺失為何？,缺少施工前、中、後之查驗與照片比對機制,表示工程一定更有效率且無風險,停留點只適用財產標售,停留點只能由廠商事後自行幻想,A,1,TRUE,第04講案例要求每工項設定查驗停留點，施工前、中、後拍照比對並建檔。,查驗停留點,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-13,Level 1,multiple_choice,查核發現工地告示牌格式不符、職安查核表未填，承辦人只口頭要求改善，未留通知單與復驗紀錄。依第04講，哪裡不足？,缺失通知、改善期限、完成復驗紀錄未完整留存,口頭提醒已經完全足夠,職安查核表永遠不用填,工地告示牌格式與採購無關,A,1,TRUE,第04講列常見缺失並要求通知單、改善期限、完成復驗紀錄，以落實內外部稽核。,缺失改善,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-14,Level 1,multiple_choice,某工程現場動線混亂、無警示標示、環境髒亂。依第04講，這主要違反何種管理重點？,職安衛與工地管理,單價合約結算,財物承租,採購資訊中心,A,1,TRUE,第04講要求依契約及職安規範設置工地主看板、維持環境整潔、動線與警示。,職安衛,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-15,Level 1,multiple_choice,下列哪一組最能證明工程採購品管有落實？,自主檢查表、監造督導紀錄、材料送驗與檢測報告、照片台帳,廠商名片、承辦人私人筆記、飲料發票,只有一張完工自拍,口頭說明與LINE貼圖,A,1,TRUE,第04講將自主檢查表、監造督導紀錄、材料送驗與檢測報告、查核簡報、照片台帳列為文件化重點。,工程採購文件,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-16,Level 1,multiple_choice,某勞務採購採單價合約，廠商主張不論實作量多少都應領滿預算。依第04講，何者正確？,單價合約通常按實作工程量計價，預算不等於保證給付,預算金額就是保證給付,單價合約完全不用量測,只要廠商主張即可照付,A,1,TRUE,第04講整理勞務採購多採單價合約，按實作工程量計價；預算為上限控制，非保證給付。,勞務單價合約,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-17,Level 1,multiple_choice,"台電案例中，預算約1,180萬元、結算約970多萬元。依第04講，這反映何種觀念？",結算依實際量與核驗結果，可能低於預算,結算必須等於預算,結算一定要高於預算,預算與結算完全禁止比較,A,1,TRUE,第04講台電案例說明預算為上限控制，結算依實際量、核驗結果，常態可能因量減而低於預算。,預算與結算,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-18,Level 1,multiple_choice,單價合約執行中，承辦人未做現勘、數量確認、過程簽證，最後才想結算。依第04講，主要風險為何？,未嚴控工程量、變更與計價流程，容易產生結算爭議,這是避免爭議的最佳方式,單價合約不需要任何過程資料,只要預算足夠即可,A,1,TRUE,第04講提醒單價合約務必嚴謹量測、簽證與核價，避免爭議；管理機制包含現勘、數量確認、過程簽證、核量、驗收與結算審查。,量測簽證,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-19,Level 1,multiple_choice,某工程招標文件未載明材料證明要求、施工查驗點、分段啟用條款與職安要求。依第04講，最可能造成何種問題？,履約管理與驗收標準不清，增加品質與爭議風險,這樣文件越少越合格,招標文件不得寫任何規格,只要廠商得標即可補上所有標準,A,1,TRUE,第04講工程採購操作清單要求招標文件載明規格、材料證明、施工查驗點、專任人員資格、驗收標準、分段啟用條款、職安要求、工期與違約條款等。,招標文件,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-20,Level 1,multiple_choice,某工地告示牌未依規、環境未整理，查核被開缺失。依第04講，這屬於哪一類常見風險？,安衛疏漏,預算保證給付,混合標分類正確,單價合約核量完整,A,1,TRUE,第04講常見風險列出安衛疏漏，例如工地告示牌、環境整潔未依規，易被開列缺失。,安衛疏漏,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-21,Level 1,multiple_choice,某新手一開始就寫招標文件，卻還沒確認工程、財物、勞務主類別與金額門檻。依第04講，應先做什麼？,先把類別與門檻判對，再談程序,先找廠商報價，不需分類,先付款，再補招標文件,先開幕，全部程序事後再說,A,1,TRUE,第04講快速心得明確提醒：先把類別與門檻判對，再談程序。,工程採購新手順序,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-22,Level 1,multiple_choice,親子館案例工期約2個月且遇雨季、場域仍有人員使用。依第04講，承辦人最應同步注意何者？,分區施工、工區管理、職安衛與品質紀錄,完全省略監造,取消材料送驗,不做照片台帳,A,1,TRUE,第04講指出該案例工期短、遇雨季且場域有人員使用，因此更要兼顧分段啟用、工區管理、職安衛、材料查驗與紀錄。,親子館案例,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-23,Level 1,multiple_choice,某案已達查核門檻，但機關認為只要內部知道即可，不必依程序受查核。依第04講，問題為何？,達查核金額以上即屬主管機關查核範圍，應依程序辦理,查核金額只是參考，永遠不用理會,只有小額採購才會被查核,只要結算低於預算就可排除所有查核程序,A,1,TRUE,"第04講整理達查核金額以上受上級機關或目的事業主管機關查核；台電案例亦以預算約1,180萬元達查核金額說明。",查核範圍,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-24,Level 1,multiple_choice,廠商改善管線外露缺失後，機關沒有復驗紀錄。依第04講，哪個環節不足？,完成復驗紀錄與留痕,招標公告,財產標售,共同供應契約,A,1,TRUE,第04講要求缺失通知、改善期限、完成復驗紀錄，落實內外部稽核。,缺失與復驗,Notion：政府採購法 / 第04講 / 不同方向
GPL04B-L1-25,Level 1,multiple_choice,若將本講互動式HTML放到GitHub Pages供自己練習，從題庫循環角度看，最主要用途為何？,把每講考點轉為可重複刷題的靜態網頁,取代所有法規查詢與實務判斷,讓題目自動變成正式法條,讓採購程序完全不用留文件,A,1,TRUE,第04講產出的HTML屬靜態互動測驗，可作為每講刷題網站的一部分；但正式實務仍須回查最新法規與機關規定。,網站刷題應用,Notion：政府採購法 / 第04講 / 不同方向
