id,level,type,question,option_a,option_b,option_c,option_d,correct,points,required,explanation,topic,source
GPL26C-L1-16,Level 1,multiple_choice,採購專業服務，廠商間技術、品質差異很大。依第26講通常適合何種方式？,最有利標,最低標,小額逕購,分批採購,A,1,TRUE,第26講指出最有利標適用於異質採購，技術、品質差異大。,異質採購決標,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-17,Level 1,multiple_choice,標價低於底價80%，機關應要求廠商說明或提供擔保。此主要依第26講何條精神？,§58低價處理,§6公平公開,§65禁止轉包,§14禁止分批,A,1,TRUE,第26講指出§58低價處理：標價低於底價80%時，應要求廠商說明或提供擔保。,低價說明,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-18,Level 1,multiple_choice,異常低價處理不是為了懲罰便宜，而是為了防止何種問題？,低價搶標造成履約風險,公開招標太透明,廠商太多競爭,驗收太快完成,A,1,TRUE,第26講指出低價處理目的在防範低價搶標風險。,低價履約風險,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-19,Level 1,multiple_choice,得標廠商不得把整個契約轉給他人履行，但可依法將部分工作交由他人完成。依第26講，這是在區分何者？,禁止轉包與合法分包,公開與限制招標,異議與申訴,公告與小額,A,1,TRUE,第26講指出§65禁止轉包，但允許合法分包。,轉包與分包,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-20,Level 1,multiple_choice,依第26講，驗收時限口訣最接近何者？,7送、30驗、20正式、15證明,3年、2親等、80%、95%,10萬、100萬、2億、1億,公開、選擇、限制、統包,A,1,TRUE,第26講列驗收時限：完工7日內送件、30日內驗收、20日內正式驗收、15日內核發證明。,驗收時限口訣,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-21,Level 1,multiple_choice,同一採購需求被故意拆成數個小額案，只為避開公告金額程序。依第26講，主要違反何者？,§14禁止意圖規避採購法而故意分批採購,§65合法分包,§58低價說明,§18選擇性招標,A,1,TRUE,第26講指出§14禁止意圖規避採購法而故意分批採購。,分批規避,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-22,Level 1,multiple_choice,若不同需求、不同時間、不同標的而分別採購，與故意規避門檻不同。第26講提醒重點在於何者？,是否意圖規避採購法,是否每件都同一廠商,是否金額越低越好,是否完全不用紀錄,A,1,TRUE,第26講禁止的是意圖規避採購法而故意分批採購。,合理分批判斷,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-23,Level 1,multiple_choice,廠商對招標文件或決標結果不服，依第26講應優先想到何種爭議程序？,異議、申訴,調解、仲裁、訴訟,刑事自首,民法繼承回復,A,1,TRUE,第26講國考複習要點區分招標/決標階段之異議與申訴。,招標決標救濟,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-24,Level 1,multiple_choice,廠商已得標並進入履約階段，因契約履行發生爭議。依第26講應注意何種程序？,調解、仲裁、訴訟,異議、申訴為唯一程序,公開招標,小額採購,A,1,TRUE,第26講國考複習要點區分履約階段之調解、仲裁、訴訟。,履約爭議救濟,Notion：政府採購法 / 第26講 / 第三套
GPL26C-L1-25,Level 1,multiple_choice,第26講總複習仍提醒再確認§15迴避義務與何種限制？,離職人員旋轉門限制,瀝青壓實度限制,焊工資格測驗,綠建築九指標,A,1,TRUE,第26講國考複習要點提醒利益迴避須再確認§15迴避義務與離職人員旋轉門限制。,利益迴避回扣,Notion：政府採購法 / 第26講 / 第三套
